거래ID,거래처코드,거래처명,신용점수,국가리스크등급,거래금액_USD,결제조건일수,과거연체횟수,누적거래횟수,업력_년,담보여부,수출보험여부,연체여부
TX000342,P094,Union Chemicals,797,1,788600.0,0,0,48,16.8,1,1,0
TX000343,P021,Harbor Power,691,3,76700.0,60,0,15,12.8,1,1,0
TX000344,P076,Nordic Materials,618,3,47400.0,60,0,58,11.1,0,1,0
TX000345,P098,Marina Agro,639,3,26300.0,30,2,57,17.7,0,1,0
TX000346,P066,Orient Energy,600,3,40100.0,90,1,54,5.6,1,1,0
TX000347,P090,Falcon Agro,826,2,270100.0,60,2,36,20.1,1,0,0
TX000348,P111,Prime Global,724,2,175500.0,0,0,21,4.6,0,1,0
TX000349,P025,Crest Industries,682,2,285600.0,30,0,14,6.9,1,1,0
TX000350,P056,Union Agro,703,2,131300.0,60,0,22,8.0,0,1,0
TX000351,P091,Nordic Trading,882,2,426400.0,0,0,45,19.7,0,1,0
TX000352,P108,Orient Power,680,3,26800.0,0,1,41,11.3,0,0,0
TX000353,P012,Prime Power,653,2,32500.0,30,0,60,4.0,0,1,0
TX000354,P012,Prime Power,636,2,42700.0,60,0,60,4.4,0,1,0
TX000355,P055,Delta Energy,666,3,39800.0,30,2,53,10.3,1,0,0
TX000356,P020,Corona Materials,687,3,72200.0,60,0,40,14.8,0,0,0
TX000357,P101,Aurora Agro,705,3,127000.0,0,0,12,7.2,0,0,0
TX000358,P089,Golden Power,822,1,318100.0,90,0,45,24.7,0,0,0
TX000359,P035,Sierra Materials,681,3,33500.0,30,2,66,10.0,0,0,0
TX000360,P097,Marina Chemicals,793,2,240100.0,60,2,35,19.8,0,1,0
TX000361,P043,Atlas Chemicals,818,2,363300.0,60,0,46,22.0,1,1,0
TX000362,P032,Cobalt Logistics,711,3,147200.0,30,0,23,3.9,0,0,0
TX000363,P118,Pacific Chemicals,767,1,295600.0,30,0,44,27.2,0,1,0
TX000364,P070,Crest Metals,836,1,461200.0,90,0,45,23.9,0,0,0
TX000365,P092,Falcon Metals,657,2,27500.0,60,1,47,16.3,1,1,0
TX000366,P023,Sierra Trading,476,4,152500.0,30,3,19,4.0,1,0,1
TX000367,P098,Marina Agro,663,3,40400.0,60,1,57,16.5,0,0,0
TX000368,P009,Falcon Global,616,3,58500.0,60,1,51,9.3,1,1,0
TX000369,P077,Corona Energy,790,2,578000.0,30,0,37,19.0,0,0,0
TX000370,P041,Falcon Industries,644,3,40300.0,0,1,63,6.9,0,0,0
TX000371,P120,Orient Chemicals,649,2,45600.0,30,0,50,13.8,0,1,0
TX000372,P107,Prime Metals,817,2,250000.0,60,0,47,23.7,0,0,0
TX000373,P014,Orient Global,807,1,348500.0,60,1,44,17.9,0,1,0
TX000374,P110,Meridian Energy,823,1,318100.0,30,0,50,23.4,1,1,0
TX000375,P014,Orient Global,817,1,423000.0,60,1,44,19.0,0,0,0
TX000376,P070,Crest Metals,803,1,796000.0,60,0,45,23.6,0,1,1
TX000377,P016,Aurora Energy,804,1,218600.0,90,0,45,27.4,0,1,0
TX000378,P010,Delta Chemicals,670,3,53400.0,90,1,51,10.2,0,1,0
TX000379,P094,Union Chemicals,772,1,605400.0,60,0,48,16.9,0,0,0
TX000380,P014,Orient Global,796,1,478200.0,0,1,44,17.3,0,0,0
TX000381,P026,Summit Materials,720,3,258800.0,60,1,31,8.7,0,1,0
TX000382,P108,Orient Power,684,3,41100.0,60,0,41,11.4,0,1,0
TX000383,P097,Marina Chemicals,814,2,379800.0,30,1,35,20.1,1,0,0
TX000384,P083,Crest Agro,686,3,175000.0,60,0,19,6.7,0,1,0
TX000385,P031,Vega Power,761,2,325700.0,60,0,38,17.4,0,0,0
TX000386,P058,Zenith Logistics,718,3,279700.0,90,0,19,8.2,0,1,1
TX000387,P015,Crest Materials,771,1,518800.0,30,0,34,24.1,0,1,0
TX000388,P070,Crest Metals,811,1,586400.0,30,0,45,24.0,0,0,0
TX000389,P005,Zenith Trading,625,3,40500.0,0,1,56,18.9,0,1,0
TX000390,P116,Aurora Materials,680,3,43300.0,0,2,55,10.6,1,1,0
TX000391,P078,Pacific Materials,832,1,247600.0,60,0,37,22.0,0,1,0
TX000392,P110,Meridian Energy,810,1,341200.0,60,0,50,23.3,0,0,0
TX000393,P001,Delta Power,701,2,131500.0,0,1,19,2.4,0,0,0
TX000394,P071,Golden Metals,795,1,263400.0,90,1,47,26.9,1,1,0
TX000395,P065,Crest Global,685,2,75200.0,90,1,15,13.6,1,0,0
TX000396,P087,Corona Metals,671,2,113300.0,60,2,19,12.3,0,0,0
TX000397,P110,Meridian Energy,805,1,404700.0,0,0,50,22.1,1,0,0
TX000398,P028,Pacific Global,622,2,36600.0,90,1,51,15.1,0,0,0
TX000399,P014,Orient Global,821,1,729400.0,60,0,44,18.7,0,1,0
TX000400,P106,Prime Industries,730,2,70100.0,60,2,20,7.9,0,1,0
TX000401,P036,Prime Trading,753,1,308000.0,30,0,40,23.3,0,0,0
TX000402,P082,Union Materials,680,3,124300.0,30,1,14,12.4,0,1,0
TX000403,P002,Corona Agro,708,3,256000.0,0,1,25,3.3,0,0,0
TX000404,P096,Prime Materials,797,2,535400.0,30,0,50,23.8,1,0,0
TX000405,P026,Summit Materials,708,3,118100.0,60,0,31,8.5,0,0,0
TX000406,P088,Falcon Trading,607,3,51700.0,30,1,43,12.5,0,1,0
TX000407,P024,Zenith Energy,719,3,129300.0,30,0,16,8.4,0,0,0
TX000408,P043,Atlas Chemicals,792,2,611800.0,30,0,46,21.9,0,1,0
TX000409,P034,Union Trading,761,2,410300.0,90,1,54,18.3,1,1,0
TX000410,P035,Sierra Materials,667,3,18900.0,0,3,66,9.0,1,1,0
TX000411,P034,Union Trading,755,2,196600.0,60,1,54,18.3,0,0,0
TX000412,P078,Pacific Materials,807,1,257100.0,90,0,37,22.0,1,1,0
TX000413,P014,Orient Global,800,1,721400.0,0,0,44,17.6,0,1,0
TX000414,P120,Orient Chemicals,649,2,71500.0,60,0,50,12.5,0,1,0
TX000415,P036,Prime Trading,746,1,267600.0,30,0,40,23.3,0,0,0
TX000416,P110,Meridian Energy,789,1,347300.0,60,1,50,22.9,0,1,0
TX000417,P099,Aurora Global,689,1,213000.0,60,1,26,11.4,0,1,0
TX000418,P048,Orient Metals,635,2,59900.0,60,2,45,12.0,0,0,0
TX000419,P004,Al-Rashid Trading,452,5,194300.0,30,3,6,5.4,1,0,1
TX000420,P114,Corona Logistics,749,1,469700.0,30,0,52,17.9,0,0,0
TX000421,P066,Orient Energy,586,3,49000.0,30,1,54,6.3,1,0,0
TX000422,P017,Lagos Agro Ltd,489,4,172400.0,60,3,7,3.4,0,1,1
TX000423,P037,Nordic Global,678,3,57600.0,60,1,45,13.9,0,0,0
TX000424,P036,Prime Trading,740,1,156200.0,0,0,40,23.4,1,1,0
TX000425,P096,Prime Materials,785,2,696900.0,0,0,50,23.4,0,1,0
TX000426,P014,Orient Global,819,1,385200.0,90,1,44,18.5,1,1,0
TX000427,P016,Aurora Energy,811,1,175600.0,0,0,45,26.4,1,1,0
TX000428,P051,Union Energy,689,3,42500.0,90,0,51,12.0,0,1,0
TX000429,P080,Harbor Global,515,4,87200.0,90,2,20,4.8,0,0,1
TX000430,P022,Sierra Metals,845,2,169200.0,30,1,46,22.0,0,0,0
TX000431,P011,Corona Industries,687,3,162300.0,60,1,20,11.0,0,0,0
TX000432,P018,Marina Global,663,3,65100.0,60,1,58,15.4,0,0,0
TX000433,P120,Orient Chemicals,625,2,64300.0,60,0,50,13.5,0,0,0
TX000434,P034,Union Trading,761,2,733400.0,30,0,54,19.3,1,1,0
TX000435,P109,Delta Trading,858,1,222200.0,60,1,40,24.1,1,1,0
TX000436,P080,Harbor Global,519,4,125500.0,90,2,20,5.3,0,1,1
TX000437,P113,Meridian Agro,613,3,30400.0,30,3,52,9.3,0,1,0
TX000438,P012,Prime Power,630,2,46700.0,30,0,60,4.9,0,0,0
TX000439,P036,Prime Trading,739,1,201900.0,0,0,40,23.1,0,1,0
TX000440,P092,Falcon Metals,672,2,43500.0,60,1,47,15.6,1,0,0
TX000441,P077,Corona Energy,792,2,374100.0,90,1,37,18.6,0,0,0
TX000442,P051,Union Energy,667,3,53400.0,60,0,51,11.1,0,0,0
TX000443,P061,Harbor Metals,641,2,90500.0,0,2,58,14.6,0,1,0
TX000444,P082,Union Materials,677,3,169900.0,0,1,14,12.5,1,0,0
TX000445,P002,Corona Agro,704,3,149300.0,30,1,25,2.8,0,0,0
TX000446,P023,Sierra Trading,482,4,77700.0,30,2,19,3.6,1,1,1
TX000447,P040,Union Power,728,3,109300.0,60,1,15,3.9,0,1,0
TX000448,P083,Crest Agro,725,3,167400.0,30,1,19,8.6,0,0,0
TX000449,P104,Summit Energy,837,2,521900.0,30,1,41,21.7,0,0,0
TX000450,P006,Harbor Agro,690,3,136100.0,30,1,28,5.2,0,0,0
TX000451,P034,Union Trading,745,2,282400.0,0,0,54,18.8,0,0,0
TX000452,P065,Crest Global,696,2,98900.0,0,1,15,14.1,0,1,0
TX000453,P059,Falcon Materials,701,2,118400.0,0,2,21,8.4,0,0,0
TX000454,P028,Pacific Global,618,2,87300.0,30,2,51,15.1,0,0,0
TX000455,P020,Corona Materials,670,3,87300.0,30,1,40,16.1,0,0,0
TX000456,P012,Prime Power,618,2,26600.0,60,0,60,4.5,0,0,0
TX000457,P045,Meridian Materials,688,4,29400.0,30,1,51,10.7,0,1,0
TX000458,P102,Falcon Power,776,1,348700.0,0,2,49,22.4,1,0,0
TX000459,P079,Golden Agro,674,2,40000.0,30,0,54,13.7,1,0,0
TX000460,P036,Prime Trading,750,1,427700.0,60,0,40,22.7,1,1,0
TX000461,P022,Sierra Metals,821,2,273800.0,60,2,46,20.9,0,1,0
TX000462,P054,Golden Global,653,3,49200.0,30,2,58,16.0,0,0,0
TX000463,P055,Delta Energy,675,3,42700.0,60,2,53,10.5,0,1,0
TX000464,P035,Sierra Materials,662,3,43700.0,60,1,66,10.4,0,0,0
TX000465,P109,Delta Trading,840,1,352000.0,90,0,40,23.4,0,1,0
TX000466,P003,Delta Materials,849,1,768600.0,0,1,41,20.7,0,0,0
TX000467,P036,Prime Trading,762,1,436900.0,30,0,40,23.8,0,0,0
TX000468,P115,Vega Trading,722,2,80100.0,0,1,20,8.1,1,1,0
TX000469,P067,Vega Materials,765,2,532500.0,60,0,51,21.7,0,0,0
TX000470,P114,Corona Logistics,739,1,327500.0,90,1,52,18.1,0,0,0
TX000471,P070,Crest Metals,830,1,321100.0,60,0,45,24.0,0,1,0
TX000472,P026,Summit Materials,748,3,98900.0,0,0,31,8.6,0,0,0
TX000473,P036,Prime Trading,755,1,218000.0,60,0,40,23.7,1,0,0
TX000474,P104,Summit Energy,840,2,572100.0,0,1,41,22.5,0,1,0
TX000475,P028,Pacific Global,637,2,75400.0,30,1,51,14.8,1,1,0
TX000476,P090,Falcon Agro,824,2,306200.0,0,0,36,21.0,0,1,0
TX000477,P041,Falcon Industries,605,3,42100.0,0,3,63,7.1,1,1,0
TX000478,P059,Falcon Materials,684,2,229400.0,90,3,21,9.4,0,1,1
TX000479,P024,Zenith Energy,699,3,122100.0,60,0,16,8.5,0,0,0
TX000480,P037,Nordic Global,658,3,53200.0,0,1,45,14.0,1,0,0
TX000481,P101,Aurora Agro,675,3,222800.0,60,0,12,7.4,0,0,0
TX000482,P120,Orient Chemicals,628,2,94200.0,30,1,50,13.5,0,1,0
TX000483,P114,Corona Logistics,753,1,391500.0,30,0,52,19.9,0,1,0
TX000484,P079,Golden Agro,653,2,52100.0,30,0,54,13.0,0,0,0
TX000485,P117,Falcon Energy,687,2,73400.0,30,1,50,8.5,0,0,0
TX000486,P046,Vega Agro,635,4,24800.0,90,0,56,11.8,0,1,0
TX000487,P067,Vega Materials,794,2,534700.0,30,0,51,21.7,0,0,0
TX000488,P018,Marina Global,627,3,43200.0,30,1,58,15.4,0,0,1
TX000489,P003,Delta Materials,846,1,415200.0,90,1,41,20.3,0,1,0
TX000490,P048,Orient Metals,616,2,45300.0,30,1,45,12.6,0,1,1
TX000491,P042,Corona Power,736,3,110700.0,30,0,25,12.3,0,0,0
TX000492,P009,Falcon Global,623,3,72700.0,0,2,51,8.5,1,0,0
TX000493,P114,Corona Logistics,747,1,162300.0,60,0,52,18.7,0,0,0
TX000494,P119,Meridian Chemicals,634,1,57400.0,0,1,25,11.2,0,0,0
TX000495,P041,Falcon Industries,649,3,35700.0,30,2,63,6.6,0,0,1
TX000496,P042,Corona Power,711,3,158300.0,60,0,25,13.1,1,1,0
TX000497,P079,Golden Agro,656,2,38600.0,90,2,54,13.3,1,0,0
TX000498,P101,Aurora Agro,691,3,164000.0,30,0,12,7.9,1,0,0
TX000499,P064,Zenith Chemicals,674,4,34000.0,30,2,44,7.0,0,0,1
TX000500,P018,Marina Global,657,3,46400.0,30,2,58,16.3,0,0,0
TX000501,P092,Falcon Metals,702,2,41500.0,90,1,47,15.9,0,1,0
TX000502,P078,Pacific Materials,826,1,242100.0,30,0,37,23.1,0,0,0
TX000503,P064,Zenith Chemicals,659,4,19300.0,90,3,44,8.1,0,1,0
TX000504,P005,Zenith Trading,640,3,38900.0,90,1,56,18.2,1,0,0
TX000505,P018,Marina Global,660,3,41900.0,30,1,58,15.2,1,0,0
TX000506,P063,Prime Agro,485,4,114600.0,0,3,13,0.5,1,0,1
TX000507,P066,Orient Energy,608,3,48900.0,60,1,54,6.1,0,1,0
TX000508,P099,Aurora Global,678,1,121400.0,60,2,26,11.0,0,0,0
TX000509,P003,Delta Materials,839,1,405600.0,0,1,41,20.9,1,1,0
TX000510,P088,Falcon Trading,619,3,74700.0,0,1,43,12.9,1,0,0
TX000511,P096,Prime Materials,803,2,572200.0,0,0,50,23.8,1,1,0
TX000512,P009,Falcon Global,618,3,54300.0,30,1,51,9.5,0,1,0
TX000513,P113,Meridian Agro,627,3,48900.0,0,1,52,8.8,0,1,0
TX000514,P092,Falcon Metals,686,2,52000.0,0,1,47,16.1,0,1,0
TX000515,P109,Delta Trading,822,1,431800.0,0,0,40,23.3,0,0,0
TX000516,P046,Vega Agro,627,4,35000.0,60,0,56,10.6,0,1,0
TX000517,P034,Union Trading,757,2,315400.0,90,0,54,18.1,0,1,0
TX000518,P048,Orient Metals,615,2,82400.0,60,1,45,10.9,0,0,1
TX000519,P096,Prime Materials,786,2,1085300.0,30,0,50,23.8,0,1,0
TX000520,P043,Atlas Chemicals,816,2,302500.0,30,0,46,22.1,0,1,0
TX000521,P117,Falcon Energy,685,2,110400.0,90,1,50,7.4,0,0,0
TX000522,P026,Summit Materials,710,3,261800.0,0,0,31,8.7,0,0,0
TX000523,P018,Marina Global,642,3,49400.0,30,1,58,15.1,0,0,0
TX000524,P041,Falcon Industries,604,3,41800.0,60,1,63,6.9,0,1,1
TX000525,P076,Nordic Materials,640,3,73700.0,30,0,58,11.8,0,1,0
TX000526,P089,Golden Power,806,1,322800.0,60,0,45,24.0,0,0,0
TX000527,P112,Orient Materials,811,1,447000.0,60,0,45,23.6,1,1,0
TX000528,P059,Falcon Materials,700,2,134000.0,0,2,21,8.8,0,0,0
TX000529,P105,Prime Logistics,490,4,104200.0,60,3,12,2.6,1,0,1
TX000530,P114,Corona Logistics,744,1,484200.0,90,0,52,19.2,0,1,0
TX000531,P027,Summit Power,720,3,95100.0,30,0,21,3.5,1,1,0
TX000532,P025,Crest Industries,706,2,182800.0,0,1,14,7.4,0,0,0
TX000533,P026,Summit Materials,735,3,155500.0,90,0,31,8.1,0,0,0
TX000534,P076,Nordic Materials,620,3,52600.0,30,1,58,12.2,1,0,0
TX000535,P061,Harbor Metals,658,2,36700.0,90,1,58,14.9,0,1,0
TX000536,P064,Zenith Chemicals,651,4,64400.0,90,1,44,7.6,0,1,1
TX000537,P062,Aurora Industries,684,3,153500.0,0,3,33,8.2,0,0,0
TX000538,P064,Zenith Chemicals,670,4,61300.0,30,1,44,8.2,1,1,0
TX000539,P009,Falcon Global,656,3,31300.0,30,1,51,9.1,0,1,0
TX000540,P111,Prime Global,742,2,151900.0,60,0,21,3.9,0,0,0
TX000541,P077,Corona Energy,810,2,562400.0,0,0,37,18.9,1,1,0
TX000542,P098,Marina Agro,667,3,33300.0,90,2,57,17.2,0,1,0
TX000543,P078,Pacific Materials,838,1,342300.0,60,0,37,22.3,0,1,0
TX000544,P094,Union Chemicals,788,1,790200.0,90,1,48,15.9,0,0,0
TX000545,P028,Pacific Global,624,2,73100.0,30,1,51,13.5,0,0,0
TX000546,P067,Vega Materials,779,2,786100.0,30,0,51,21.0,0,1,0
TX000547,P009,Falcon Global,644,3,52200.0,60,2,51,10.2,0,0,0
TX000548,P001,Delta Power,703,2,144700.0,60,0,19,2.0,1,0,0
TX000549,P054,Golden Global,640,3,45200.0,30,1,58,16.7,0,1,0
TX000550,P055,Delta Energy,686,3,36200.0,90,2,53,10.0,1,1,0
TX000551,P037,Nordic Global,670,3,36900.0,90,1,45,13.7,0,0,0
TX000552,P090,Falcon Agro,811,2,378100.0,30,0,36,21.6,0,1,0
TX000553,P046,Vega Agro,645,4,47600.0,60,1,56,10.7,0,1,0
TX000554,P091,Nordic Trading,869,2,241300.0,90,0,45,19.6,1,0,0
TX000555,P043,Atlas Chemicals,806,2,404800.0,30,0,46,22.1,1,0,0
TX000556,P096,Prime Materials,799,2,536300.0,30,0,50,24.6,0,0,0
TX000557,P003,Delta Materials,837,1,414700.0,90,1,41,20.7,0,1,0
TX000558,P104,Summit Energy,820,2,451300.0,90,1,41,21.9,0,0,0
TX000559,P055,Delta Energy,702,3,31200.0,0,2,53,10.3,0,1,0
TX000560,P066,Orient Energy,618,3,54100.0,30,1,54,5.6,0,1,0
TX000561,P035,Sierra Materials,657,3,32000.0,90,1,66,8.3,0,0,1
TX000562,P022,Sierra Metals,867,2,234000.0,90,1,46,21.4,1,0,0
TX000563,P079,Golden Agro,670,2,42700.0,0,1,54,13.2,1,1,1
TX000564,P116,Aurora Materials,668,3,42000.0,0,2,55,10.3,1,0,1
TX000565,P104,Summit Energy,828,2,413100.0,60,1,41,22.1,1,0,0
TX000566,P104,Summit Energy,836,2,662200.0,0,2,41,21.6,0,0,0
TX000567,P012,Prime Power,600,2,52600.0,60,0,60,4.6,0,1,0
TX000568,P077,Corona Energy,813,2,262700.0,60,0,37,17.9,1,0,0
TX000569,P102,Falcon Power,794,1,326800.0,30,0,49,23.0,0,1,0
TX000570,P108,Orient Power,676,3,39200.0,90,0,41,11.7,0,0,0
TX000571,P020,Corona Materials,675,3,74400.0,30,0,40,13.8,1,1,0
TX000572,P085,Pacific Agro,704,3,25100.0,60,1,55,15.5,1,0,0
TX000573,P066,Orient Energy,631,3,52500.0,30,1,54,5.6,0,0,0
TX000574,P036,Prime Trading,753,1,173400.0,30,0,40,22.7,1,0,0
TX000575,P076,Nordic Materials,613,3,43200.0,0,1,58,12.1,0,1,0
TX000576,P001,Delta Power,725,2,138000.0,90,1,19,2.6,0,0,1
TX000577,P042,Corona Power,702,3,213000.0,30,0,25,12.3,0,0,0
TX000578,P001,Delta Power,703,2,188900.0,30,0,19,2.9,1,0,0
TX000579,P075,Marina Industries,610,3,37000.0,90,1,49,12.5,0,0,0
TX000580,P082,Union Materials,664,3,109900.0,30,2,14,11.6,0,1,0
TX000581,P097,Marina Chemicals,832,2,367600.0,60,1,35,19.3,0,0,0
TX000582,P080,Harbor Global,533,4,155900.0,30,2,20,5.4,0,0,1
TX000583,P100,Nordic Agro,683,3,167900.0,30,0,14,11.2,0,0,0
TX000584,P079,Golden Agro,672,2,27900.0,60,0,54,13.6,0,1,0
TX000585,P034,Union Trading,747,2,667100.0,30,0,54,18.5,0,0,0
TX000586,P042,Corona Power,719,3,152300.0,0,1,25,11.3,0,0,0
TX000587,P018,Marina Global,648,3,29000.0,90,1,58,16.0,0,0,0
TX000588,P014,Orient Global,810,1,237100.0,30,1,44,18.1,1,1,0
TX000589,P064,Zenith Chemicals,670,4,18700.0,60,1,44,6.7,0,0,0
TX000590,P033,Delta Industries,683,2,168700.0,0,0,24,6.6,1,0,0
TX000591,P109,Delta Trading,822,1,342800.0,90,1,40,23.4,0,1,0
TX000592,P099,Aurora Global,699,1,120000.0,30,1,26,11.6,1,0,0
TX000593,P012,Prime Power,627,2,31900.0,60,0,60,5.1,0,1,1
TX000594,P062,Aurora Industries,644,3,103400.0,60,1,33,8.9,0,0,0
TX000595,P005,Zenith Trading,607,3,41900.0,0,1,56,17.5,0,0,0
TX000596,P075,Marina Industries,610,3,54300.0,60,1,49,13.3,0,0,0
TX000597,P051,Union Energy,678,3,40500.0,90,1,51,10.7,0,1,0
TX000598,P037,Nordic Global,652,3,48700.0,60,1,45,13.8,0,0,1
TX000599,P070,Crest Metals,824,1,326800.0,30,0,45,23.7,1,1,0
TX000600,P097,Marina Chemicals,816,2,331100.0,30,1,35,19.4,1,0,0
TX000601,P109,Delta Trading,815,1,132700.0,60,1,40,23.0,0,1,0
TX000602,P115,Vega Trading,682,2,215300.0,60,0,20,7.2,1,0,0
TX000603,P097,Marina Chemicals,807,2,452700.0,0,3,35,19.6,1,0,0
TX000604,P072,Meridian Logistics,647,3,35100.0,60,0,51,8.7,0,0,0
TX000605,P022,Sierra Metals,846,2,223500.0,0,1,46,21.1,0,0,0
TX000606,P041,Falcon Industries,632,3,38200.0,60,1,63,7.5,0,1,1
TX000607,P037,Nordic Global,674,3,42900.0,60,1,45,13.8,0,1,1
TX000608,P038,Marina Logistics,525,5,112500.0,60,2,14,4.9,0,1,1
TX000609,P043,Atlas Chemicals,817,2,793800.0,60,0,46,21.4,1,0,0
TX000610,P069,Sierra Global,673,2,232200.0,30,2,31,4.0,0,0,0
TX000611,P069,Sierra Global,659,2,145700.0,30,3,31,3.9,1,1,1
TX000612,P011,Corona Industries,700,3,153200.0,0,1,20,11.5,0,0,0
TX000613,P085,Pacific Agro,669,3,26300.0,0,1,55,16.8,0,0,0
TX000614,P002,Corona Agro,699,3,231400.0,60,1,25,4.3,0,0,0
TX000615,P114,Corona Logistics,732,1,312200.0,90,0,52,19.4,0,1,0
TX000616,P088,Falcon Trading,616,3,62300.0,60,1,43,12.8,0,0,1
TX000617,P018,Marina Global,639,3,49700.0,30,1,58,15.1,1,1,0
TX000618,P053,Summit Global,750,3,138200.0,60,1,14,10.0,0,1,0
TX000619,P012,Prime Power,637,2,49600.0,90,0,60,4.3,0,1,0
TX000620,P110,Meridian Energy,804,1,326600.0,30,0,50,24.1,0,0,0
TX000621,P113,Meridian Agro,600,3,49300.0,60,1,52,7.7,0,0,0
TX000622,P009,Falcon Global,647,3,59500.0,60,2,51,8.7,0,0,0
TX000623,P029,Atlas Global,434,5,204200.0,60,2,8,0.5,1,1,1
TX000624,P113,Meridian Agro,643,3,70400.0,30,1,52,8.2,0,0,0
TX000625,P074,Aurora Logistics,467,5,125400.0,60,3,7,7.0,0,0,1
TX000626,P076,Nordic Materials,625,3,81500.0,0,2,58,11.4,1,1,0
TX000627,P101,Aurora Agro,688,3,159300.0,90,0,12,6.9,0,0,0
TX000628,P079,Golden Agro,674,2,59000.0,90,0,54,13.3,0,1,0
TX000629,P031,Vega Power,765,2,474800.0,30,1,38,17.0,0,0,0
TX000630,P001,Delta Power,699,2,120500.0,30,0,19,2.1,0,0,0
TX000631,P045,Meridian Materials,676,4,44500.0,60,1,51,10.2,0,0,0
TX000632,P017,Lagos Agro Ltd,489,4,190100.0,60,4,7,3.1,0,0,1
TX000633,P107,Prime Metals,781,2,196600.0,0,0,47,22.7,0,0,0
TX000634,P067,Vega Materials,785,2,438500.0,30,1,51,21.8,1,1,0
TX000635,P025,Crest Industries,713,2,243400.0,90,0,14,6.6,1,1,0
TX000636,P112,Orient Materials,820,1,304700.0,0,0,45,23.8,1,0,0
TX000637,P046,Vega Agro,639,4,49800.0,30,0,56,10.1,0,0,0
TX000638,P119,Meridian Chemicals,655,1,92600.0,60,1,25,10.6,0,1,0
TX000639,P020,Corona Materials,683,3,75300.0,30,1,40,15.6,0,1,1
TX000640,P109,Delta Trading,852,1,384300.0,60,0,40,23.3,1,0,0
TX000641,P036,Prime Trading,758,1,190300.0,60,0,40,23.8,0,1,0
TX000642,P070,Crest Metals,841,1,815600.0,30,0,45,23.7,1,1,0
TX000643,P061,Harbor Metals,662,2,53000.0,90,1,58,14.7,1,1,0
TX000644,P094,Union Chemicals,778,1,1083500.0,30,0,48,16.4,1,0,0
TX000645,P100,Nordic Agro,691,3,171500.0,60,1,14,10.9,0,1,0
TX000646,P010,Delta Chemicals,644,3,60800.0,30,0,51,10.9,0,1,0
TX000647,P034,Union Trading,766,2,452500.0,30,0,54,18.5,1,0,0
TX000648,P028,Pacific Global,643,2,34300.0,30,1,51,14.1,0,1,0
TX000649,P091,Nordic Trading,865,2,164200.0,90,0,45,20.3,0,1,0
TX000650,P077,Corona Energy,783,2,402400.0,90,0,37,18.2,0,0,0
TX000651,P096,Prime Materials,793,2,666300.0,0,0,50,23.6,0,1,0
TX000652,P110,Meridian Energy,792,1,363400.0,60,0,50,24.1,1,0,0
TX000653,P077,Corona Energy,778,2,414500.0,90,0,37,18.2,0,1,0
TX000654,P094,Union Chemicals,782,1,554700.0,90,0,48,17.4,0,0,0
TX000655,P061,Harbor Metals,654,2,43100.0,30,1,58,14.6,0,0,0
TX000656,P028,Pacific Global,621,2,50400.0,0,1,51,14.6,0,1,1
TX000657,P016,Aurora Energy,816,1,267800.0,90,0,45,26.0,0,1,0
TX000658,P093,Union Global,823,2,505700.0,30,1,52,21.2,0,0,0
TX000659,P023,Sierra Trading,474,4,114600.0,0,3,19,4.3,0,0,1
TX000660,P094,Union Chemicals,782,1,556300.0,60,2,48,16.8,1,0,0
TX000661,P012,Prime Power,639,2,20800.0,60,0,60,4.8,0,1,0
TX000662,P045,Meridian Materials,661,4,41900.0,60,1,51,12.2,1,0,0
TX000663,P034,Union Trading,757,2,304400.0,90,0,54,18.6,1,0,0
TX000664,P117,Falcon Energy,665,2,71100.0,0,1,50,7.6,0,1,0
TX000665,P047,Pacific Metals,679,3,177200.0,90,1,11,6.9,1,0,0
TX000666,P118,Pacific Chemicals,798,1,307900.0,0,2,44,26.5,0,1,0
TX000667,P107,Prime Metals,799,2,215300.0,60,0,47,23.5,0,1,0
TX000668,P035,Sierra Materials,653,3,35400.0,30,2,66,9.8,1,0,0
TX000669,P046,Vega Agro,631,4,64600.0,60,0,56,10.4,0,0,0
TX000670,P088,Falcon Trading,586,3,47700.0,30,1,43,11.7,1,1,0
TX000671,P045,Meridian Materials,685,4,82200.0,60,2,51,10.6,0,0,0
TX000672,P018,Marina Global,668,3,41800.0,60,1,58,14.2,0,0,0
TX000673,P071,Golden Metals,798,1,322300.0,30,0,47,26.9,0,0,0
TX000674,P013,Orient Logistics,757,2,328600.0,60,0,37,18.2,1,1,0
TX000675,P076,Nordic Materials,626,3,86500.0,60,1,58,12.1,1,0,0
TX000676,P043,Atlas Chemicals,812,2,698500.0,90,0,46,22.1,0,0,0
TX000677,P093,Union Global,840,2,311400.0,60,1,52,20.8,0,0,0
TX000678,P109,Delta Trading,823,1,285800.0,90,0,40,22.7,1,0,0
TX000679,P115,Vega Trading,700,2,151200.0,0,0,20,7.6,0,1,0
TX000680,P065,Crest Global,710,2,66700.0,90,0,15,13.5,1,1,0
TX000681,P120,Orient Chemicals,629,2,45400.0,90,0,50,11.9,0,0,0
TX000682,P091,Nordic Trading,861,2,476400.0,30,0,45,20.0,0,1,0
TX000683,P041,Falcon Industries,629,3,73000.0,30,1,63,7.3,1,0,0
TX000684,P024,Zenith Energy,694,3,84600.0,0,2,16,7.3,0,0,0
TX000685,P051,Union Energy,709,3,50100.0,60,0,51,11.3,0,0,0
